DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
05/03/2018,12:48,BROOKLYN,11203,40.658676,-73.934074,"(40.658676, -73.934074)",,,622       SCHENECTADY AVENUE            ,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3893573,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,12:46,BROOKLYN,11203,40.65434,-73.94704,"(40.65434, -73.94704)",NEW YORK AVENUE                 ,LENOX ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3899754,Concrete Mixer,Sedan,,,
05/03/2018,12:45,QUEENS,11434,40.67824,-73.7711,"(40.67824, -73.7711)",BEDELL STREET                   ,130 AVENUE,,1,0,0,0,0,0,1,0,Turning Improperly,Unspecified,,,,3893951,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,12:45,,,40.658295,-73.93109,"(40.658295, -73.93109)",UTICA AVENUE                    ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3898120,Sedan,Bus,,,
05/03/2018,12:45,QUEENS,11416,40.68594,-73.84686,"(40.68594, -73.84686)",WOODHAVEN BOULEVARD             ,97 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3893027,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,12:45,BROOKLYN,11223,40.605618,-73.98595,"(40.605618, -73.98595)",,,1674      WEST 13 STREET                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3892946,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,12:40,,,40.686577,-73.947464,"(40.686577, -73.947464)",MARCY AVENUE                    ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3893765,GG,PASSENGER VEHICLE,,,
05/03/2018,12:30,,,40.75514,-73.92213,"(40.75514, -73.92213)",STEINWAY STREET                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3893899,SPORT UTILITY / STATION WAGON,FB,,,
05/03/2018,12:30,,,40.728947,-73.92793,"(40.728947, -73.92793)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3898169,Tractor Truck Diesel,Van,,,
05/03/2018,12:30,MANHATTAN,10029,40.790417,-73.95184,"(40.790417, -73.95184)",EAST 101 STREET                 ,MADISON AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893973,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,12:30,MANHATTAN,10023,40.77639,-73.976395,"(40.77639, -73.976395)",,,2         WEST 72 STREET                ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,,,,3894392,TK,TAXI,,,
05/03/2018,12:30,MANHATTAN,10013,40.719395,-74.00189,"(40.719395, -74.00189)",CANAL STREET                    ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893311,TK,FB,,,
05/03/2018,12:30,BROOKLYN,11249,40.716446,-73.96584,"(40.716446, -73.96584)",,,245       KENT AVENUE                   ,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,3893272,DS,SPORT UTILITY / STATION WAGON,,,
05/03/2018,12:30,BROOKLYN,11223,40.591488,-73.97401,"(40.591488, -73.97401)",,,2517      MC DONALD AVENUE              ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3893002,TT,SPORT UTILITY / STATION WAGON,,,
05/03/2018,12:30,BROOKLYN,11205,40.693176,-73.968376,"(40.693176, -73.968376)",,,431       MYRTLE AVENUE                 ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893071,PASSENGER VEHICLE,TAXI,,,
05/03/2018,12:30,BRONX,10457,40.85429,-73.90027,"(40.85429, -73.90027)",RYER AVENUE                     ,EAST 181 STREET,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3893396,PASSENGER VEHICLE,,,,
05/03/2018,12:27,BROOKLYN,11213,40.668095,-73.936,"(40.668095, -73.936)",,,1635      UNION STREET                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3893056,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,12:24,,,40.579247,-74.16917,"(40.579247, -74.16917)",,,283       PLATINUM AVENUE               ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893840,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,12:20,,,40.786366,-73.97598,"(40.786366, -73.97598)",WEST 84 STREET                  ,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3894256,TAXI,BICYCLE,,,
05/03/2018,12:20,QUEENS,11418,40.695282,-73.84114,"(40.695282, -73.84114)",JAMAICA AVENUE                  ,106 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3893457,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,12:20,,,40.74163,-73.95306,"(40.74163, -73.95306)",QUEENS MIDTOWN TUNNEL           ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,,,3893029,PASSENGER VEHICLE,TK,,,
05/03/2018,12:19,STATEN ISLAND,10305,40.589603,-74.089386,"(40.589603, -74.089386)",HYLAN BOULEVARD                 ,RARITAN AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3893180,GG,SPORT UTILITY / STATION WAGON,,,
05/03/2018,12:15,BROOKLYN,11238,40.68175,-73.96748,"(40.68175, -73.96748)",ATLANTIC AVENUE                 ,VANDERBILT AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,3897073,PASSENGER VEHICLE,BICYCLE,,,
05/03/2018,12:15,QUEENS,11363,40.77067,-73.7355,"(40.77067, -73.7355)",LITTLE NECK PARKWAY             ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3893672,PICK-UP TRUCK,BU,,,
05/03/2018,12:14,,,40.700737,-73.99499,"(40.700737, -73.99499)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,3894174,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
05/03/2018,12:10,,,40.71507,-73.91327,"(40.71507, -73.91327)",FLUSHING AVENUE                 ,54 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3894198,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,8:00,BROOKLYN,11224,40.578323,-73.990715,"(40.578323, -73.990715)",,,2306      NEPTUNE AVENUE                ,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3893403,PICK-UP TRUCK,PASSENGER VEHICLE,,,
05/03/2018,7:57,BRONX,10458,40.855507,-73.88284,"(40.855507, -73.88284)",,,2465      CROTONA AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,,,,,3893965,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,7:50,BROOKLYN,11207,40.656654,-73.89678,"(40.656654, -73.89678)",,,735       HINSDALE STREET               ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3893212,TAXI,PASSENGER VEHICLE,,,
05/03/2018,7:50,QUEENS,11427,40.732864,-73.76371,"(40.732864, -73.76371)",UNION TURNPIKE                  ,HOLLIS HILLS TERRACE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893481,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,7:50,BRONX,10465,40.828125,-73.84105,"(40.828125, -73.84105)",BRUCKNER BOULEVARD              ,BRUSH AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3893245,SPORT UTILITY / STATION WAGON,TK,,,
05/03/2018,7:47,,,40.874973,-73.87946,"(40.874973, -73.87946)",EAST 206 STREET                 ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3893060,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,7:43,,,40.829185,-73.928764,"(40.829185, -73.928764)",EAST 161 STREET                 ,MACOMBS DAM BRIDGE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893629,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,7:41,,,40.83694,-73.927124,"(40.83694, -73.927124)",OGDEN AVENUE                    ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3893644,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,7:33,,,40.768642,-73.949036,"(40.768642, -73.949036)",FDR DRIVE                       ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Following Too Closely,,,,3892933,Station Wagon/Sport Utility Vehicle,Sedan,,,
05/03/2018,7:30,,,40.78503,-73.94058,"(40.78503, -73.94058)",FDR DRIVE                       ,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3893514,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,7:30,,,40.830627,-73.83837,"(40.830627, -73.83837)",HUTCHINSON RIVER PARKWAY RAMP   ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3893192,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
05/03/2018,7:30,,,40.840103,-73.88619,"(40.840103, -73.88619)",EAST 176 STREET                 ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3895028,PASSENGER VEHICLE,,,,
05/03/2018,7:30,MANHATTAN,10010,40.7402,-73.98215,"(40.7402, -73.98215)",,,341       3 AVENUE                      ,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Following Too Closely,Reaction to Other Uninvolved Vehicle,,,3894141,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
05/03/2018,7:30,BROOKLYN,11233,40.679935,-73.91389,"(40.679935, -73.91389)",MACDOUGAL STREET                ,BOYLAND STREET,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,3893088,BU,PASSENGER VEHICLE,,,
05/03/2018,7:30,BROOKLYN,11226,40.648224,-73.960655,"(40.648224, -73.960655)",,,591       OCEAN AVENUE                  ,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3893238,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,7:30,BROOKLYN,11221,40.69278,-73.91886,"(40.69278, -73.91886)",,,1219      GATES AVENUE                  ,0,0,0,0,0,0,0,0,Unspecified,,,,,3893277,PASSENGER VEHICLE,,,,
05/03/2018,7:30,BRONX,10470,40.90504,-73.846855,"(40.90504, -73.846855)",,,818       EAST 242 STREET               ,0,0,0,0,0,0,0,0,Unspecified,,,,,3893370,BU,,,,
05/03/2018,7:21,,,40.691555,-73.93677,"(40.691555, -73.93677)",LEWIS AVENUE                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893428,TAXI,PASSENGER VEHICLE,,,
05/03/2018,7:21,BROOKLYN,11229,40.59283,-73.95816,"(40.59283, -73.95816)",,,1119      SHEEPSHEAD BAY ROAD           ,0,0,0,0,0,0,0,0,Unspecified,,,,,3893930,PASSENGER VEHICLE,,,,
05/03/2018,7:15,,,40.5846,-73.91603,"(40.5846, -73.91603)",BELT PARKWAY                    ,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3892932,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,7:12,,,40.824432,-73.873604,"(40.824432, -73.873604)",MORRISON AVENUE                 ,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3895986,Sedan,Sedan,,,
05/03/2018,7:10,MANHATTAN,10023,40.778477,-73.98546,"(40.778477, -73.98546)",WEST END AVENUE                 ,WEST 70 STREET,,1,1,0,1,0,0,1,0,Driver Inattention/Distraction,,,,,3893656,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,7:09,MANHATTAN,10028,40.779495,-73.95771,"(40.779495, -73.95771)",EAST 85 STREET                  ,PARK AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3893346,TAXI,SPORT UTILITY / STATION WAGON,TAXI,,
05/03/2018,7:00,MANHATTAN,10016,40.746296,-73.97169,"(40.746296, -73.97169)",EAST 38 STREET                  ,1 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3893045,PASSENGER VEHICLE,,,,
05/03/2018,7:00,,,40.826275,-73.85971,"(40.826275, -73.85971)",WHITE PLAINS ROAD               ,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3892254,PASSENGER VEHICLE,TR,,,
05/03/2018,7:00,QUEENS,11385,40.712864,-73.90478,"(40.712864, -73.90478)",ELIOT AVENUE                    ,METROPOLITAN AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3893618,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,7:00,BROOKLYN,11210,40.631836,-73.94463,"(40.631836, -73.94463)",AVENUE H                        ,NEW YORK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3899743,Station Wagon/Sport Utility Vehicle,,,,
05/03/2018,7:00,BRONX,10457,40.839935,-73.900925,"(40.839935, -73.900925)",EAST 172 STREET                 ,BATHGATE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3894101,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,6:30,,,40.85819,-73.88435,"(40.85819, -73.88435)",EAST FORDHAM ROAD               ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3893225,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
05/03/2018,6:30,,,40.842937,-73.895386,"(40.842937, -73.895386)",CROTONA PARK NORTH              ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3895036,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,6:30,BRONX,10463,40.876503,-73.904564,"(40.876503, -73.904564)",WEST 230 STREET                 ,MAJOR DEEGAN EXPRESSWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,3893427,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,6:24,,,40.608757,-74.038086,"(40.608757, -74.038086)",VERRAZANO BRIDGE UPPER          ,,,3,0,0,0,0,0,3,0,Tire Failure/Inadequate,Unspecified,,,,3894184,SPORT UTILITY / STATION WAGON,VN,,,
05/03/2018,6:20,,,40.80643,-73.92264,"(40.80643, -73.92264)",MAJOR DEEGAN EXPRESSWAY RAMP    ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Unspecified,,,,3893442,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,6:20,,,40.69625,-73.894295,"(40.69625, -73.894295)",60 LANE                         ,COOPER AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3893494,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,6:15,MANHATTAN,10003,40.73329,-73.98719,"(40.73329, -73.98719)",3 AVENUE                        ,EAST 14 STREET,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,3893440,SPORT UTILITY / STATION WAGON,BICYCLE,,,
05/03/2018,6:15,,,40.894653,-73.882484,"(40.894653, -73.882484)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893938,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,6:15,,,40.882217,-73.88046,"(40.882217, -73.88046)",EAST GUN HILL ROAD              ,,,0,0,0,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,Driver Inattention/Distraction,,,,3892939,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,6:15,,,40.699715,-73.96182,"(40.699715, -73.96182)",BROOKLYN QUEENS EXPRESSWAY      ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3892253,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,6:15,,,,,,20 AVENUE                       ,WHITESTONE EXPRESSWAY,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3892920,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
05/03/2018,6:10,BROOKLYN,11206,40.69581,-73.94554,"(40.69581, -73.94554)",,,921       MYRTLE AVENUE                 ,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,,,,,3893467,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,6:06,BROOKLYN,11218,40.64076,-73.97502,"(40.64076, -73.97502)",EAST 5 STREET                   ,AVENUE C,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893463,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
05/03/2018,6:05,BRONX,10454,40.808163,-73.92653,"(40.808163, -73.92653)",EAST 135 STREET                 ,ALEXANDER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3892460,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,22:00,MANHATTAN,10016,40.745403,-73.98467,"(40.745403, -73.98467)",,,121       MADISON AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3894659,TAXI,TAXI,,,
05/03/2018,22:00,MANHATTAN,10012,40.72162,-73.995476,"(40.72162, -73.995476)",MOTT STREET                     ,SPRING STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3894570,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,22:00,BROOKLYN,11223,40.601875,-73.9628,"(40.601875, -73.9628)",,,1937      EAST 9 STREET                 ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3893248,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,21:49,,,40.85535,-73.91836,"(40.85535, -73.91836)",MAJOR DEEGAN EXPRESSWAY         ,,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3893402,PASSENGER VEHICLE,DS,,,
05/03/2018,21:45,,,,,,68 STREET                       ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,3898025,Sedan,,,,
05/03/2018,21:45,,,40.76211,-73.96016,"(40.76211, -73.96016)",1 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893019,TAXI,SPORT UTILITY / STATION WAGON,,,
05/03/2018,21:30,QUEENS,11363,40.765358,-73.74429,"(40.765358, -73.74429)",NORTHERN BOULEVARD              ,DOUGLASTON PARKWAY,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,3893131,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,21:30,,,,,,3 AVENUE                        ,32 street to 33 street,,1,0,0,0,1,0,0,0,Other Vehicular,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,3893125,BICYCLE,TAXI,,,
05/03/2018,21:30,,,40.740562,-73.79728,"(40.740562, -73.79728)",FRESH MEADOW LANE               ,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3893103,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,21:25,,,40.846565,-73.92589,"(40.846565, -73.92589)",MAJOR DEEGAN EXPRESSWAY         ,,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3893313,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,21:10,BROOKLYN,11249,40.718414,-73.961624,"(40.718414, -73.961624)",NORTH 5 STREET                  ,WYTHE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3893140,PASSENGER VEHICLE,,,,
05/03/2018,21:00,,,40.833588,-73.8615,"(40.833588, -73.8615)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,,,,,3895314,CONV,,,,
05/03/2018,21:00,BRONX,10456,40.828125,-73.90173,"(40.828125, -73.90173)",,,755       HOME STREET                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,3894160,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,20:46,,,,,,WHITESTONE EXPRESSWAY           ,20 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,3893106,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,20:45,BRONX,10457,,,,EAST BURNSIDE AVENUE            ,VALENTINE AVENUE,,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,3893250,SPORT UTILITY / STATION WAGON,,,,
05/03/2018,20:45,QUEENS,11432,40.71071,-73.793045,"(40.71071, -73.793045)",169 STREET                      ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Pavement Slippery,Driver Inexperience,,,,3894244,PICK-UP TRUCK,PASSENGER VEHICLE,,,
05/03/2018,20:45,QUEENS,11004,40.74587,-73.71417,"(40.74587, -73.71417)",,,257-15    UNION TURNPIKE                ,0,0,0,0,0,0,0,0,Other Vehicular,Backing Unsafely,Unspecified,,,3893161,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
05/03/2018,20:40,,,40.665493,-73.88475,"(40.665493, -73.88475)",JEROME STREET                   ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3892975,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,20:40,QUEENS,11691,40.60564,-73.756805,"(40.60564, -73.756805)",,,22-41     MOTT AVENUE                   ,0,0,0,0,0,0,0,0,Unspecified,,,,,3892995,AMBUL,SPORT UTILITY / STATION WAGON,,,
05/03/2018,20:40,BROOKLYN,11218,40.63926,-73.977585,"(40.63926, -73.977585)",,,492       EAST 2 STREET                 ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3894845,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
05/03/2018,20:39,MANHATTAN,10011,40.741642,-74.00487,"(40.741642, -74.00487)",WEST 15 STREET                  ,9 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3894011,PASSENGER VEHICLE,,,,
05/03/2018,20:32,,,40.83609,-73.87039,"(40.83609, -73.87039)",CROSS BRONX EXPY                ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3895342,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,20:30,BRONX,10460,40.835827,-73.89068,"(40.835827, -73.89068)",,,1600      BOSTON ROAD                   ,1,0,0,0,0,0,1,0,Unspecified,,,,,3894102,PASSENGER VEHICLE,,,,
05/03/2018,20:30,,,40.75388,-73.96616,"(40.75388, -73.96616)",1 AVENUE                        ,,,0,0,0,0,0,0,0,0,Turning Improperly,Following Too Closely,,,,3893128,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,20:30,QUEENS,11691,40.604977,-73.754425,"(40.604977, -73.754425)",REDFERN AVENUE                  ,MOTT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3893011,PASSENGER VEHICLE,,,,
05/03/2018,20:30,MANHATTAN,10022,40.759647,-73.965065,"(40.759647, -73.965065)",,,1091      2 AVENUE                      ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3893126,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,20:30,MANHATTAN,10013,40.72135,-74.00465,"(40.72135, -74.00465)",WEST BROADWAY                   ,CANAL STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3893117,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
05/03/2018,20:27,STATEN ISLAND,10301,40.640263,-74.08799,"(40.640263, -74.08799)",PROSPECT AVENUE                 ,YORK AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,3893768,PASSENGER VEHICLE,,,,
05/03/2018,20:25,MANHATTAN,10035,40.807087,-73.94178,"(40.807087, -73.94178)",EAST 126 STREET                 ,5 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3892986,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
05/03/2018,20:15,,,,,,7 avenue                        ,east 21 street,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3898151,Taxi,,,,
05/03/2018,20:15,,,40.80543,-73.92087,"(40.80543, -73.92087)",MAJOR DEEGAN EXPRESSWAY         ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3893386,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
05/03/2018,20:10,BROOKLYN,11206,40.698822,-73.938515,"(40.698822, -73.938515)",,,849       BROADWAY                      ,1,0,0,0,0,0,1,0,,,,,,3893285,,,,,
05/03/2018,20:10,QUEENS,11361,40.761993,-73.75849,"(40.761993, -73.75849)",NORTHERN BOULEVARD              ,223 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3893066,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,20:06,MANHATTAN,10002,40.7224,-73.99165,"(40.7224, -73.99165)",CHRYSTIE STREET                 ,STANTON STREET,,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,3894569,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
05/03/2018,20:04,BROOKLYN,11226,40.653576,-73.95946,"(40.653576, -73.95946)",LENOX ROAD                      ,FLATBUSH AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,3893935,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
05/03/2018,20:00,,,40.676132,-73.921906,"(40.676132, -73.921906)",PACIFIC STREET                  ,,,2,0,1,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3904146,Sedan,Sedan,,,
05/03/2018,20:00,,,40.699512,-73.81461,"(40.699512, -73.81461)",VANWYCK EXPRESSWAY              ,91 AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3893023,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
